Signal_ID,Date,Signal_Type,Signal_Strength,Confidence_Score,Entry_Price,Exit_Price,Predicted_Price,Target_Price,Stop_Loss_Price,Actual_Gain_Loss_Pct,Actual_Gain_Loss_Amount,Max_Gain_During_Period,Max_Loss_During_Period,Volatility_During_Period,Prediction_Accuracy,Target_Hit,Stop_Loss_Hit,Exit_Reason,Planned_Duration_Days,Actual_Duration_Days,Annualized_Return_Pct,Risk_Reward_Ratio,Portfolio_Value_After_Trade,Predicted_Trend,Actual_Trend,Trade_Success,High_Confidence
SIG_0111,Day_110,BUY,Strong,47.49,31.77,66.98,4535.04,34.95,30.82,110.83,34864.29,110.83,0.0,110.83,Correct,Yes,No,Target_Hit,1,1,40452.16,3.33,349444.97,Bullish,Bullish,Profitable,Yes
SIG_0112,Day_111,SELL,Strong,21.1,66.98,32.77,3578.18,73.68,64.97,-51.07,0.0,0.0,-51.07,51.07,Correct,No,Yes,Stop_Loss,1,1,-18642.36,3.33,349444.97,Bearish,Bearish,Loss,Yes
SIG_0113,Day_112,BUY,Strong,29.24,32.77,31.92,4624.32,36.05,31.79,-2.59,-906.4,0.0,-2.59,2.59,Incorrect,No,No,Target_Duration,1,1,-946.75,3.33,348538.57,Bullish,Bearish,Loss,Yes
SIG_0114,Day_113,BUY,Strong,2.31,31.92,65.04,4731.14,35.11,30.96,103.76,36164.15,103.76,0.0,103.76,Correct,Yes,No,Target_Hit,1,1,37872.18,3.33,384702.72,Bullish,Bullish,Profitable,Yes
SIG_0115,Day_114,SELL,Strong,31.56,65.04,65.82,3238.1,71.54,63.09,1.2,0.0,1.2,0.0,1.2,Incorrect,No,No,Target_Duration,1,1,437.73,3.33,384702.72,Bearish,Bullish,Profitable,Yes
SIG_0116,Day_115,SELL,Strong,11.4,65.82,32.79,2869.11,72.4,63.85,-50.18,0.0,0.0,-50.18,50.18,Correct,No,Yes,Stop_Loss,1,1,-18316.55,3.33,384702.72,Bearish,Bearish,Loss,Yes
SIG_0117,Day_116,BUY,Strong,45.15,32.79,33.15,4164.4,36.07,31.81,1.1,422.36,1.1,0.0,1.1,Correct,No,No,Target_Duration,1,1,400.73,3.33,385125.08,Bullish,Bullish,Profitable,Yes
SIG_0118,Day_117,BUY,Strong,8.3,33.15,67.15,4510.08,36.47,32.16,102.56,39500.01,102.56,0.0,102.56,Correct,Yes,No,Target_Hit,1,1,37435.9,3.33,424625.09,Bullish,Bullish,Profitable,Yes
SIG_0119,Day_118,SELL,Strong,30.46,67.15,35.34,3136.41,73.87,65.14,-47.37,0.0,0.0,-47.37,47.37,Correct,No,Yes,Stop_Loss,1,1,-17290.62,3.33,424625.09,Bearish,Bearish,Loss,Yes
SIG_0120,Day_119,BUY,Strong,26.48,35.34,69.82,3966.9,38.87,34.28,97.57,41429.18,97.57,0.0,97.57,Correct,Yes,No,Target_Hit,1,1,35611.77,3.33,466054.27,Bullish,Bullish,Profitable,Yes
SIG_0121,Day_120,SELL,Strong,24.15,69.82,34.3,3008.74,76.8,67.73,-50.87,0.0,0.0,-50.87,50.87,Correct,No,Yes,Stop_Loss,1,1,-18568.89,3.33,466054.27,Bearish,Bearish,Loss,Yes
SIG_0122,Day_121,BUY,Strong,31.86,34.3,68.58,3967.33,37.73,33.27,99.94,46578.25,99.94,0.0,99.94,Correct,Yes,No,Target_Hit,1,1,36478.72,3.33,512632.52,Bullish,Bullish,Profitable,Yes
SIG_0123,Day_122,SELL,Strong,23.14,68.58,34.13,3049.42,75.44,66.52,-50.23,0.0,0.0,-50.23,50.23,Correct,No,Yes,Stop_Loss,1,1,-18335.16,3.33,512632.52,Bearish,Bearish,Loss,Yes
SIG_0124,Day_123,SELL,Strong,4.37,34.13,67.36,2916.01,37.54,33.11,97.36,0.0,97.36,0.0,97.36,Incorrect,Yes,No,Target_Hit,1,1,35537.5,3.33,512632.52,Bearish,Bullish,Profitable,Yes
SIG_0125,Day_124,BUY,Strong,46.89,67.36,67.43,4283.43,74.1,65.34,0.1,53.27,0.1,0.0,0.1,Correct,No,No,Target_Duration,1,1,37.93,3.33,512685.8,Bullish,Bullish,Profitable,Yes
SIG_0126,Day_125,SELL,Strong,21.26,67.43,33.35,3372.87,74.17,65.41,-50.54,0.0,0.0,-50.54,50.54,Correct,No,Yes,Stop_Loss,1,1,-18447.58,3.33,512685.8,Bearish,Bearish,Loss,Yes
SIG_0127,Day_126,BUY,Strong,30.43,33.35,31.29,4399.31,36.68,32.35,-6.18,-3166.81,0.0,-6.18,6.18,Incorrect,No,Yes,Stop_Loss,1,1,-2254.57,3.33,509518.98,Bullish,Bearish,Loss,Yes
SIG_0128,Day_127,SELL,Strong,25.22,31.29,64.49,3289.83,34.42,30.35,106.1,0.0,106.1,0.0,106.1,Incorrect,Yes,No,Target_Hit,1,1,38728.03,3.33,509518.98,Bearish,Bullish,Profitable,Yes
SIG_0129,Day_128,BUY,Strong,27.84,64.49,31.52,4205.63,70.94,62.56,-51.12,-26048.75,0.0,-51.12,51.12,Incorrect,No,Yes,Stop_Loss,1,1,-18660.33,3.33,483470.23,Bullish,Bearish,Loss,Yes
SIG_0130,Day_129,BUY,Strong,4.67,31.52,64.65,4401.97,34.67,30.57,105.11,50816.52,105.11,0.0,105.11,Correct,Yes,No,Target_Hit,1,1,38364.37,3.33,534286.75,Bullish,Bullish,Profitable,Yes
SIG_0131,Day_130,SELL,Strong,30.64,64.65,31.32,3053.16,71.12,62.71,-51.55,0.0,0.0,-51.55,51.55,Correct,No,Yes,Stop_Loss,1,1,-18817.4,3.33,534286.75,Bearish,Bearish,Loss,Yes
SIG_0132,Day_131,SELL,Strong,9.73,31.32,64.68,2756.15,34.45,30.38,106.51,0.0,106.51,0.0,106.51,Incorrect,Yes,No,Target_Hit,1,1,38877.39,3.33,534286.75,Bearish,Bullish,Profitable,Yes
SIG_0133,Day_132,BUY,Strong,44.34,64.68,31.7,3978.31,71.15,62.74,-50.99,-27243.01,0.0,-50.99,50.99,Incorrect,No,Yes,Stop_Loss,1,1,-18611.16,3.33,507043.75,Bullish,Bearish,Loss,Yes
SIG_0134,Day_133,SELL,Strong,18.01,31.7,65.57,3261.81,34.87,30.75,106.85,0.0,106.85,0.0,106.85,Incorrect,Yes,No,Target_Hit,1,1,38998.58,3.33,507043.75,Bearish,Bullish,Profitable,Yes
SIG_0135,Day_134,BUY,Strong,28.05,65.57,30.73,4176.88,72.13,63.6,-53.13,-26941.29,0.0,-53.13,53.13,Incorrect,No,Yes,Stop_Loss,1,1,-19393.93,3.33,480102.45,Bullish,Bearish,Loss,Yes
SIG_0136,Day_135,BUY,Strong,2.38,30.73,63.74,4276.17,33.8,29.81,107.42,51572.35,107.42,0.0,107.42,Correct,Yes,No,Target_Hit,1,1,39208.1,3.33,531674.8,Bullish,Bullish,Profitable,Yes
SIG_0137,Day_136,SELL,Strong,32.19,63.74,65.55,2899.57,70.11,61.83,2.84,0.0,2.84,0.0,2.84,Incorrect,No,No,Target_Duration,1,1,1036.48,3.33,531674.8,Bearish,Bullish,Profitable,Yes
SIG_0138,Day_137,BUY,Strong,22.48,65.55,31.58,3551.4,72.1,63.58,-51.82,-27553.0,0.0,-51.82,51.82,Incorrect,No,Yes,Stop_Loss,1,1,-18915.41,3.33,504121.8,Bullish,Bearish,Loss,Yes
SIG_0139,Day_138,SELL,Strong,23.03,31.58,68.91,2733.64,34.74,30.63,118.21,0.0,118.21,0.0,118.21,Incorrect,Yes,No,Target_Hit,1,1,43145.82,3.33,504121.8,Bearish,Bullish,Profitable,Yes
SIG_0140,Day_139,SELL,Strong,4.44,68.91,33.13,2612.14,75.8,66.84,-51.92,0.0,0.0,-51.92,51.92,Correct,No,Yes,Stop_Loss,1,1,-18951.82,3.33,504121.8,Bearish,Bearish,Loss,Yes
SIG_0141,Day_140,BUY,Strong,47.5,33.13,70.96,3852.94,36.44,32.14,114.19,57563.92,114.19,0.0,114.19,Correct,Yes,No,Target_Hit,1,1,41678.09,3.33,561685.72,Bullish,Bullish,Profitable,Yes
SIG_0142,Day_141,BUY,Strong,10.53,70.96,34.0,4258.5,78.06,68.83,-52.09,-29255.78,0.0,-52.09,52.09,Incorrect,No,Yes,Stop_Loss,1,1,-19011.27,3.33,532429.94,Bullish,Bearish,Loss,Yes
SIG_0143,Day_142,SELL,Strong,29.0,34.0,34.65,3023.54,37.4,32.98,1.91,0.0,1.91,0.0,1.91,Incorrect,No,No,Target_Duration,1,1,697.79,3.33,532429.94,Bearish,Bullish,Profitable,Yes
SIG_0144,Day_143,BUY,Strong,23.61,34.65,72.81,3737.3,38.12,33.61,110.13,58636.44,110.13,0.0,110.13,Correct,Yes,No,Target_Hit,1,1,40197.4,3.33,591066.38,Bullish,Bullish,Profitable,Yes
SIG_0145,Day_144,SELL,Strong,22.86,72.81,71.17,2883.08,80.09,70.63,-2.25,0.0,0.0,-2.25,2.25,Correct,No,No,Target_Duration,1,1,-822.14,3.33,591066.38,Bearish,Bearish,Loss,Yes
SIG_0146,Day_145,SELL,Strong,3.07,71.17,33.68,2794.63,78.29,69.03,-52.68,0.0,0.0,-52.68,52.68,Correct,No,Yes,Stop_Loss,1,1,-19226.99,3.33,591066.38,Bearish,Bearish,Loss,Yes
SIG_0147,Day_146,BUY,Strong,44.47,33.68,33.9,4037.31,37.05,32.67,0.65,386.09,0.65,0.0,0.65,Correct,No,No,Target_Duration,1,1,238.42,3.33,591452.47,Bullish,Bullish,Profitable,Yes
SIG_0148,Day_147,BUY,Strong,8.47,33.9,72.23,4379.24,37.29,32.88,113.07,66874.26,113.07,0.0,113.07,Correct,Yes,No,Target_Hit,1,1,41269.76,3.33,658326.72,Bullish,Bullish,Profitable,Yes
SIG_0149,Day_148,SELL,Strong,28.58,72.23,73.16,3127.53,79.45,70.06,1.29,0.0,1.29,0.0,1.29,Incorrect,No,No,Target_Duration,1,1,469.96,3.33,658326.72,Bearish,Bullish,Profitable,Yes
SIG_0150,Day_149,SELL,Strong,9.42,73.16,33.92,2832.98,80.48,70.97,-53.64,0.0,0.0,-53.64,53.64,Correct,No,Yes,Stop_Loss,1,1,-19577.09,3.33,658326.72,Bearish,Bearish,Loss,Yes
SIG_0151,Day_150,BUY,Strong,40.71,33.92,33.87,3986.33,37.31,32.9,-0.15,-97.04,0.0,-0.15,0.15,Incorrect,No,No,Target_Duration,1,1,-53.8,3.33,658229.68,Bullish,Bearish,Loss,Yes
SIG_0152,Day_151,BUY,Strong,7.38,33.87,72.02,4280.33,37.26,32.85,112.64,74140.72,112.64,0.0,112.64,Correct,Yes,No,Target_Hit,1,1,41112.34,3.33,732370.4,Bullish,Bullish,Profitable,Yes
SIG_0153,Day_152,SELL,Strong,29.56,72.02,72.93,3015.15,79.22,69.86,1.26,0.0,1.26,0.0,1.26,Incorrect,No,No,Target_Duration,1,1,461.19,3.33,732370.4,Bearish,Bullish,Profitable,Yes
SIG_0154,Day_153,SELL,Strong,8.09,72.93,34.9,2771.21,80.22,70.74,-52.15,0.0,0.0,-52.15,52.15,Correct,No,Yes,Stop_Loss,1,1,-19033.25,3.33,732370.4,Bearish,Bearish,Loss,Yes
SIG_0155,Day_154,BUY,Strong,40.15,34.9,75.35,3883.91,38.39,33.85,115.9,84883.62,115.9,0.0,115.9,Correct,Yes,No,Target_Hit,1,1,42304.44,3.33,817254.02,Bullish,Bullish,Profitable,Yes
SIG_0156,Day_155,SELL,Strong,16.74,75.35,37.72,3233.9,82.88,73.09,-49.94,0.0,0.0,-49.94,49.94,Correct,No,Yes,Stop_Loss,1,1,-18228.2,3.33,817254.02,Bearish,Bearish,Loss,Yes
SIG_0157,Day_156,BUY,Strong,26.32,37.72,76.61,4085.12,41.49,36.59,103.1,84260.36,103.1,0.0,103.1,Correct,Yes,No,Target_Hit,1,1,37632.16,3.33,901514.38,Bullish,Bullish,Profitable,Yes
SIG_0158,Day_157,SELL,Strong,23.24,76.61,37.32,3135.94,84.27,74.31,-51.29,0.0,0.0,-51.29,51.29,Correct,No,Yes,Stop_Loss,1,1,-18719.29,3.33,901514.38,Bearish,Bearish,Loss,Yes
SIG_0159,Day_158,BUY,Strong,23.22,37.32,74.41,3864.16,41.05,36.2,99.38,89595.84,99.38,0.0,99.38,Correct,Yes,No,Target_Hit,1,1,36275.05,3.33,991110.23,Bullish,Bullish,Profitable,Yes
SIG_0160,Day_159,BUY,Strong,3.48,74.41,37.52,3998.62,81.85,72.18,-49.58,-49135.94,0.0,-49.58,49.58,Incorrect,No,Yes,Stop_Loss,1,1,-18095.48,3.33,941974.28,Bullish,Bearish,Loss,Yes
SIG_0161,Day_160,SELL,Strong,30.15,37.52,71.93,2793.18,41.27,36.39,91.71,0.0,91.71,0.0,91.71,Incorrect,Yes,No,Target_Hit,1,1,33474.55,3.33,941974.28,Bearish,Bullish,Profitable,Yes
SIG_0162,Day_161,SELL,Strong,10.3,71.93,36.46,2505.36,79.12,69.77,-49.31,0.0,0.0,-49.31,49.31,Correct,No,Yes,Stop_Loss,1,1,-17998.82,3.33,941974.28,Bearish,Bearish,Loss,Yes
SIG_0163,Day_162,BUY,Strong,37.84,36.46,40.17,3453.47,40.11,35.37,10.18,9585.09,10.18,0.0,10.18,Correct,Yes,No,Target_Hit,1,1,3714.07,3.33,951559.38,Bullish,Bullish,Profitable,Yes
SIG_0164,Day_163,BUY,Strong,9.87,40.17,80.1,3794.47,44.19,38.96,99.4,94587.42,99.4,0.0,99.4,Correct,Yes,No,Target_Hit,1,1,36281.93,3.33,1046146.79,Bullish,Bullish,Profitable,Yes
SIG_0165,Day_164,SELL,Strong,25.5,80.1,76.58,2827.05,88.11,77.7,-4.39,0.0,0.0,-4.39,4.39,Correct,No,Yes,Stop_Loss,1,1,-1604.0,3.33,1046146.79,Bearish,Bearish,Loss,Yes
SIG_0166,Day_165,BUY,Strong,17.62,76.58,38.1,3325.28,84.24,74.28,-50.25,-52566.9,0.0,-50.25,50.25,Incorrect,No,Yes,Stop_Loss,1,1,-18340.56,3.33,993579.9,Bullish,Bearish,Loss,Yes
SIG_0167,Day_166,SELL,Strong,19.53,38.1,38.74,2675.86,41.91,36.96,1.68,0.0,1.68,0.0,1.68,Incorrect,No,No,Target_Duration,1,1,613.12,3.33,993579.9,Bearish,Bullish,Profitable,Yes
SIG_0168,Day_167,BUY,Strong,19.97,38.74,77.14,3210.27,42.61,37.58,99.12,98485.98,99.12,0.0,99.12,Correct,Yes,No,Target_Hit,1,1,36179.66,3.33,1092065.88,Bullish,Bullish,Profitable,Yes
SIG_0169,Day_168,SELL,Strong,24.41,77.14,39.07,2426.75,84.85,74.83,-49.35,0.0,0.0,-49.35,49.35,Correct,No,Yes,Stop_Loss,1,1,-18013.42,3.33,1092065.88,Bearish,Bearish,Loss,Yes
SIG_0170,Day_169,SELL,Strong,9.22,39.07,77.4,2202.93,42.98,37.9,98.11,0.0,98.11,0.0,98.11,Incorrect,Yes,No,Target_Hit,1,1,35808.68,3.33,1092065.88,Bearish,Bullish,Profitable,Yes
SIG_0171,Day_170,BUY,Strong,59.31,77.4,38.39,3509.45,85.14,75.08,-50.4,-55040.68,0.0,-50.4,50.4,Incorrect,No,Yes,Stop_Loss,1,1,-18396.19,3.33,1037025.19,Bullish,Bearish,Loss,Yes
SIG_0172,Day_171,SELL,Strong,22.05,38.39,74.65,2735.67,42.23,37.24,94.45,0.0,94.45,0.0,94.45,Incorrect,Yes,No,Target_Hit,1,1,34474.86,3.33,1037025.19,Bearish,Bullish,Profitable,Yes
SIG_0173,Day_172,BUY,Strong,41.69,74.65,72.97,3876.23,82.12,72.41,-2.25,-2333.83,0.0,-2.25,2.25,Incorrect,No,No,Target_Duration,1,1,-821.43,3.33,1034691.36,Bullish,Bearish,Loss,Yes
SIG_0174,Day_173,BUY,Strong,9.84,72.97,37.01,4257.76,80.27,70.78,-49.28,-50990.13,0.0,-49.28,49.28,Incorrect,No,Yes,Stop_Loss,1,1,-17987.39,3.33,983701.23,Bullish,Bearish,Loss,Yes
SIG_0175,Day_174,SELL,Strong,32.04,37.01,71.83,2893.46,40.71,35.9,94.08,0.0,94.08,0.0,94.08,Incorrect,Yes,No,Target_Hit,1,1,34340.18,3.33,983701.23,Bearish,Bullish,Profitable,Yes
SIG_0176,Day_175,SELL,Strong,11.35,71.83,36.52,2564.93,79.01,69.68,-49.16,0.0,0.0,-49.16,49.16,Correct,No,Yes,Stop_Loss,1,1,-17942.57,3.33,983701.23,Bearish,Bearish,Loss,Yes
SIG_0177,Day_176,BUY,Strong,51.51,36.52,68.94,3886.19,40.17,35.42,88.77,87326.38,88.77,0.0,88.77,Correct,Yes,No,Target_Hit,1,1,32402.25,3.33,1071027.61,Bullish,Bullish,Profitable,Yes
SIG_0178,Day_177,BUY,Strong,10.63,68.94,35.56,4299.37,75.83,66.87,-48.42,-51857.99,0.0,-48.42,48.42,Incorrect,No,Yes,Stop_Loss,1,1,-17672.9,3.33,1019169.61,Bullish,Bearish,Loss,Yes
SIG_0179,Day_178,SELL,Strong,32.66,35.56,35.03,2895.23,39.12,34.49,-1.49,0.0,0.0,-1.49,1.49,Correct,No,No,Target_Duration,1,1,-544.01,3.33,1019169.61,Bearish,Bearish,Loss,Yes
SIG_0180,Day_179,BUY,Strong,27.11,35.03,67.45,3680.26,38.53,33.98,92.55,94323.38,92.55,0.0,92.55,Correct,Yes,No,Target_Hit,1,1,33780.47,3.33,1113492.99,Bullish,Bullish,Profitable,Yes
SIG_0181,Day_180,SELL,Strong,26.73,67.45,67.03,2696.65,74.2,65.43,-0.62,0.0,0.0,-0.62,0.62,Correct,No,No,Target_Duration,1,1,-227.28,3.33,1113492.99,Bearish,Bearish,Loss,Yes
SIG_0182,Day_181,BUY,Strong,42.11,67.03,35.84,3832.14,73.73,65.02,-46.53,-51812.39,0.0,-46.53,46.53,Incorrect,No,Yes,Stop_Loss,1,1,-16983.96,3.33,1061680.6,Bullish,Bearish,Loss,Yes
SIG_0183,Day_182,SELL,Strong,24.15,35.84,68.11,2906.71,39.42,34.76,90.04,0.0,90.04,0.0,90.04,Incorrect,Yes,No,Target_Hit,1,1,32864.26,3.33,1061680.6,Bearish,Bullish,Profitable,Yes
SIG_0184,Day_183,BUY,Strong,39.44,68.11,37.22,4053.02,74.92,66.07,-45.35,-48150.51,0.0,-45.35,45.35,Incorrect,No,Yes,Stop_Loss,1,1,-16553.88,3.33,1013530.09,Bullish,Bearish,Loss,Yes
SIG_0185,Day_184,SELL,Strong,24.19,37.22,36.26,3072.49,40.94,36.1,-2.58,0.0,0.0,-2.58,2.58,Correct,No,No,Target_Duration,1,1,-941.43,3.33,1013530.09,Bearish,Bearish,Loss,Yes
SIG_0186,Day_185,SELL,Strong,4.3,36.26,68.74,2940.52,39.89,35.17,89.58,0.0,89.58,0.0,89.58,Incorrect,Yes,No,Target_Hit,1,1,32694.98,3.33,1013530.09,Bearish,Bullish,Profitable,Yes
SIG_0187,Day_186,BUY,Strong,51.85,68.74,67.78,4465.11,75.61,66.68,-1.4,-1415.46,0.0,-1.4,1.4,Incorrect,No,No,Target_Duration,1,1,-509.75,3.33,1012114.62,Bullish,Bearish,Loss,Yes
SIG_0188,Day_187,BUY,Strong,9.43,67.78,36.76,4886.13,74.56,65.75,-45.77,-46320.15,0.0,-45.77,45.77,Incorrect,No,Yes,Stop_Loss,1,1,-16704.49,3.33,965794.48,Bullish,Bearish,Loss,Yes
SIG_0189,Day_188,SELL,Strong,32.55,36.76,67.99,3295.46,40.44,35.66,84.96,0.0,84.96,0.0,84.96,Incorrect,Yes,No,Target_Hit,1,1,31009.11,3.33,965794.48,Bearish,Bullish,Profitable,Yes
SIG_0190,Day_189,BUY,Strong,23.37,67.99,36.16,4065.74,74.79,65.95,-46.82,-45214.35,0.0,-46.82,46.82,Incorrect,No,Yes,Stop_Loss,1,1,-17087.73,3.33,920580.13,Bullish,Bearish,Loss,Yes
SIG_0191,Day_190,SELL,Strong,26.86,36.16,69.61,2973.5,39.78,35.08,92.51,0.0,92.51,0.0,92.51,Incorrect,Yes,No,Target_Hit,1,1,33764.52,3.33,920580.13,Bearish,Bullish,Profitable,Yes
SIG_0192,Day_191,BUY,Strong,31.53,69.61,36.92,3910.92,76.57,67.52,-46.96,-43231.96,0.0,-46.96,46.96,Incorrect,No,Yes,Stop_Loss,1,1,-17141.0,3.33,877348.17,Bullish,Bearish,Loss,Yes
SIG_0193,Day_192,SELL,Strong,25.34,36.92,74.39,2919.87,40.61,35.81,101.49,0.0,101.49,0.0,101.49,Incorrect,Yes,No,Target_Hit,1,1,37043.74,3.33,877348.17,Bearish,Bullish,Profitable,Yes
SIG_0194,Day_193,BUY,Strong,33.16,74.39,38.28,3888.19,81.83,72.16,-48.54,-42587.77,0.0,-48.54,48.54,Incorrect,No,Yes,Stop_Loss,1,1,-17717.64,3.33,834760.4,Bullish,Bearish,Loss,Yes
SIG_0195,Day_194,SELL,Strong,25.52,38.28,37.41,2895.81,42.11,37.13,-2.27,0.0,0.0,-2.27,2.27,Correct,No,No,Target_Duration,1,1,-829.55,3.33,834760.4,Bearish,Bearish,Loss,Yes
SIG_0196,Day_195,BUY,Strong,36.26,37.41,73.15,3945.78,41.15,36.29,95.54,79749.63,95.54,0.0,95.54,Correct,Yes,No,Target_Hit,1,1,34870.62,3.33,914510.03,Bullish,Bullish,Profitable,Yes
SIG_0197,Day_196,SELL,Strong,24.18,73.15,35.79,2991.75,80.47,70.96,-51.07,0.0,0.0,-51.07,51.07,Correct,No,Yes,Stop_Loss,1,1,-18641.7,3.33,914510.03,Bearish,Bearish,Loss,Yes
SIG_0198,Day_197,SELL,Strong,7.85,35.79,71.31,2756.86,39.37,34.72,99.25,0.0,99.25,0.0,99.25,Incorrect,Yes,No,Target_Hit,1,1,36224.64,3.33,914510.03,Bearish,Bullish,Profitable,Yes
SIG_0199,Day_198,BUY,Strong,51.44,71.31,38.71,4175.11,78.44,69.17,-45.72,-41807.64,0.0,-45.72,45.72,Incorrect,No,Yes,Stop_Loss,1,1,-16686.3,3.33,872702.39,Bullish,Bearish,Loss,Yes
SIG_0200,Day_199,SELL,Strong,26.45,38.71,76.96,3070.85,42.58,37.55,98.81,0.0,98.81,0.0,98.81,Incorrect,Yes,No,Target_Hit,1,1,36066.26,3.33,872702.39,Bearish,Bullish,Profitable,Yes
SIG_0201,Day_200,BUY,Strong,37.87,76.96,77.84,4233.64,84.66,74.65,1.14,997.89,1.14,0.0,1.14,Correct,No,No,Target_Duration,1,1,417.36,3.33,873700.28,Bullish,Bullish,Profitable,Yes
SIG_0202,Day_201,SELL,Strong,28.73,77.84,37.95,3017.37,85.62,75.5,-51.25,0.0,0.0,-51.25,51.25,Correct,No,Yes,Stop_Loss,1,1,-18704.84,3.33,873700.28,Bearish,Bearish,Loss,Yes
SIG_0203,Day_202,BUY,Strong,39.2,37.95,74.53,4200.15,41.74,36.81,96.39,84215.96,96.39,0.0,96.39,Correct,Yes,No,Target_Hit,1,1,35182.35,3.33,957916.24,Bullish,Bullish,Profitable,Yes
SIG_0204,Day_203,BUY,Strong,6.28,74.53,37.11,4463.78,81.98,72.29,-50.21,-48095.03,0.0,-50.21,50.21,Incorrect,No,Yes,Stop_Loss,1,1,-18325.91,3.33,909821.21,Bullish,Bearish,Loss,Yes
SIG_0205,Day_204,SELL,Strong,36.83,37.11,73.93,2819.79,40.82,36.0,99.22,0.0,99.22,0.0,99.22,Incorrect,Yes,No,Target_Hit,1,1,36214.77,3.33,909821.21,Bearish,Bullish,Profitable,Yes
SIG_0206,Day_205,SELL,Strong,8.12,73.93,35.87,2590.92,81.32,71.71,-51.48,0.0,0.0,-51.48,51.48,Correct,No,Yes,Stop_Loss,1,1,-18790.61,3.33,909821.21,Bearish,Bearish,Loss,Yes
SIG_0207,Day_206,BUY,Strong,63.36,35.87,70.52,4232.54,39.46,34.79,96.6,87887.66,96.6,0.0,96.6,Correct,Yes,No,Target_Hit,1,1,35258.57,3.33,997708.88,Bullish,Bullish,Profitable,Yes
SIG_0208,Day_207,BUY,Strong,10.85,70.52,34.25,4691.96,77.57,68.4,-51.43,-51314.38,0.0,-51.43,51.43,Incorrect,No,Yes,Stop_Loss,1,1,-18772.76,3.33,946394.5,Bullish,Bearish,Loss,Yes
SIG_0209,Day_208,SELL,Strong,36.17,34.25,35.3,2995.01,37.68,33.22,3.07,0.0,3.07,0.0,3.07,Incorrect,No,No,Target_Duration,1,1,1118.98,3.33,946394.5,Bearish,Bullish,Profitable,Yes
SIG_0210,Day_209,SELL,Strong,10.75,35.3,73.25,2673.09,38.83,34.24,107.51,0.0,107.51,0.0,107.51,Incorrect,Yes,No,Target_Hit,1,1,39240.08,3.33,946394.5,Bearish,Bullish,Profitable,Yes
SIG_0211,Day_210,BUY,Strong,63.5,73.25,35.32,4370.53,80.58,71.05,-51.78,-49005.79,0.0,-51.78,51.78,Incorrect,No,Yes,Stop_Loss,1,1,-18900.27,3.33,897388.7,Bullish,Bearish,Loss,Yes
SIG_0212,Day_211,BUY,Strong,10.42,35.32,72.38,4825.94,38.85,34.26,104.93,94159.75,104.93,0.0,104.93,Correct,Yes,No,Target_Hit,1,1,38298.13,3.33,991548.46,Bullish,Bullish,Profitable,Yes
SIG_0213,Day_212,SELL,Strong,36.16,72.38,36.86,3080.99,79.62,70.21,-49.07,0.0,0.0,-49.07,49.07,Correct,No,Yes,Stop_Loss,1,1,-17912.13,3.33,991548.46,Bearish,Bearish,Loss,Yes
SIG_0214,Day_213,SELL,Strong,10.94,36.86,74.15,2744.07,40.55,35.75,101.17,0.0,101.17,0.0,101.17,Incorrect,Yes,No,Target_Hit,1,1,36925.8,3.33,991548.46,Bearish,Bullish,Profitable,Yes
SIG_0215,Day_214,BUY,Strong,59.96,74.15,76.24,4389.49,81.57,71.93,2.82,2794.79,2.82,0.0,2.82,Correct,No,No,Target_Duration,1,1,1028.79,3.33,994343.25,Bullish,Bullish,Profitable,Yes
SIG_0216,Day_215,SELL,Strong,28.69,76.24,37.31,3130.1,83.86,73.95,-51.06,0.0,0.0,-51.06,51.06,Correct,No,Yes,Stop_Loss,1,1,-18637.79,3.33,994343.25,Bearish,Bearish,Loss,Yes
SIG_0217,Day_216,BUY,Strong,43.64,37.31,81.46,4496.03,41.04,36.19,118.33,117663.51,118.33,0.0,118.33,Correct,Yes,No,Target_Hit,1,1,43191.5,3.33,1112006.75,Bullish,Bullish,Profitable,Yes
SIG_0218,Day_217,SELL,Strong,29.55,81.46,40.16,3167.62,89.61,79.02,-50.7,0.0,0.0,-50.7,50.7,Correct,No,Yes,Stop_Loss,1,1,-18505.4,3.33,1112006.75,Bearish,Bearish,Loss,Yes
SIG_0219,Day_218,BUY,Strong,45.09,40.16,78.53,4595.75,44.18,38.96,95.54,106244.27,95.54,0.0,95.54,Correct,Yes,No,Target_Hit,1,1,34873.13,3.33,1218251.02,Bullish,Bullish,Profitable,Yes
SIG_0220,Day_219,SELL,Strong,27.93,78.53,38.98,3312.19,86.38,76.17,-50.36,0.0,0.0,-50.36,50.36,Correct,No,Yes,Stop_Loss,1,1,-18382.47,3.33,1218251.02,Bearish,Bearish,Loss,Yes
SIG_0221,Day_220,BUY,Strong,40.1,38.98,36.88,4640.23,42.88,37.81,-5.39,-6563.18,0.0,-5.39,5.39,Incorrect,No,Yes,Stop_Loss,1,1,-1966.39,3.33,1211687.85,Bullish,Bearish,Loss,Yes
SIG_0222,Day_221,SELL,Strong,26.5,36.88,75.25,3410.34,40.57,35.77,104.04,0.0,104.04,0.0,104.04,Incorrect,Yes,No,Target_Hit,1,1,37974.65,3.33,1211687.85,Bearish,Bullish,Profitable,Yes
